epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,282.912,0.39554,0.28091,0.85673,0.99665,0.98611,0.9856,0.88933,0.48539,0.27842,0.9016,0.000766348,0.000766348,0.000766348
181,284.493,0.35927,0.26444,0.8319,0.99461,0.98611,0.98451,0.8922,0.48908,0.28584,0.90662,0.000763646,0.000763646,0.000763646
182,286.015,0.38599,0.27898,0.85931,0.9722,0.96987,0.98438,0.88617,0.48875,0.30429,0.91339,0.000760944,0.000760944,0.000760944
183,287.561,0.37532,0.27552,0.85075,0.96624,0.96988,0.98552,0.88989,0.49561,0.34985,0.93398,0.000758242,0.000758242,0.000758242
184,289.126,0.37415,0.26773,0.84643,0.98994,0.98611,0.9853,0.8939,0.47604,0.29886,0.91873,0.00075554,0.00075554,0.00075554
185,290.652,0.39377,0.27218,0.87129,0.98974,0.98611,0.98412,0.90032,0.46233,0.29555,0.91157,0.000752838,0.000752838,0.000752838
186,292.165,0.37055,0.26544,0.84579,0.99259,0.98611,0.98403,0.89816,0.46983,0.28566,0.90921,0.000751225,0.000751225,0.000751225
187,293.704,0.37054,0.27169,0.8441,0.98222,0.98611,0.98412,0.89522,0.47494,0.28953,0.9169,0.000748529,0.000748529,0.000748529
188,295.241,0.37504,0.27059,0.86145,0.99415,0.98611,0.98441,0.89733,0.47633,0.28217,0.91487,0.000745833,0.000745833,0.000745833
189,296.787,0.36489,0.26529,0.85082,0.99655,0.98611,0.98511,0.91209,0.47218,0.27915,0.90699,0.000743137,0.000743137,0.000743137
190,298.3,0.3791,0.26773,0.85384,0.99621,0.98611,0.9856,0.90716,0.46388,0.28049,0.91019,0.000740441,0.000740441,0.000740441
191,299.859,0.36664,0.26209,0.8462,0.99525,0.98611,0.9862,0.9002,0.47044,0.27354,0.90169,0.000737745,0.000737745,0.000737745
192,301.399,0.35838,0.26124,0.84321,0.9948,0.98611,0.98598,0.90154,0.46831,0.26159,0.90117,0.000735049,0.000735049,0.000735049
193,302.934,0.36131,0.26262,0.84848,0.98544,0.98611,0.9866,0.9095,0.45042,0.25861,0.90136,0.000732353,0.000732353,0.000732353
194,304.511,0.36243,0.26591,0.8543,0.9937,0.98611,0.9853,0.90601,0.46438,0.26434,0.9093,0.000729657,0.000729657,0.000729657
195,306.047,0.37283,0.26561,0.84775,0.99438,0.98568,0.98588,0.89649,0.49086,0.27321,0.92582,0.000726961,0.000726961,0.000726961
196,307.605,0.36729,0.25584,0.86202,0.99663,0.98611,0.98633,0.9,0.47273,0.26527,0.90765,0.000724265,0.000724265,0.000724265
197,309.163,0.38025,0.26854,0.87069,0.99702,0.98611,0.98675,0.90714,0.48492,0.27212,0.91646,0.000721569,0.000721569,0.000721569
198,310.701,0.3592,0.25813,0.84986,0.99713,0.98611,0.98588,0.90303,0.48924,0.27653,0.92559,0.000718873,0.000718873,0.000718873
199,312.23,0.35346,0.25327,0.84318,0.99718,0.98611,0.98569,0.90444,0.45539,0.25277,0.90646,0.000716176,0.000716176,0.000716176
200,313.778,0.35519,0.2525,0.86325,0.99697,0.98611,0.98517,0.89511,0.468,0.2562,0.91009,0.00071348,0.00071348,0.00071348
201,315.308,0.36118,0.26022,0.86125,0.99683,0.98611,0.98511,0.896,0.47531,0.25815,0.91052,0.000710784,0.000710784,0.000710784
202,316.837,0.36581,0.26491,0.84966,0.99635,0.98611,0.98544,0.88925,0.49242,0.26522,0.92051,0.000708088,0.000708088,0.000708088
203,318.356,0.37987,0.25954,0.85031,0.99407,0.98611,0.98517,0.90054,0.47393,0.27777,0.90877,0.000705392,0.000705392,0.000705392
204,319.919,0.34948,0.25703,0.83916,0.99633,0.98611,0.98544,0.89466,0.47212,0.26898,0.91226,0.000702696,0.000702696,0.000702696
205,321.445,0.35849,0.26332,0.8542,0.99634,0.98611,0.98544,0.89966,0.47134,0.27036,0.91441,0.0007,0.0007,0.0007
206,322.967,0.35722,0.25785,0.85008,0.9957,0.98611,0.98633,0.8962,0.48122,0.28321,0.91307,0.000697304,0.000697304,0.000697304
207,324.542,0.34386,0.24613,0.83959,0.99658,0.98611,0.98691,0.90006,0.48412,0.28334,0.91557,0.000695815,0.000695815,0.000695815
208,326.072,0.33902,0.25144,0.85987,0.99696,0.98611,0.9866,0.89866,0.48038,0.26924,0.91667,0.000691912,0.000691912,0.000691912
209,327.617,0.33715,0.25123,0.83751,0.99631,0.98611,0.98728,0.90861,0.48379,0.27141,0.91342,0.000690435,0.000690435,0.000690435
210,329.183,0.3525,0.25115,0.84809,0.9961,0.98611,0.98728,0.90116,0.47424,0.27037,0.90694,0.000687745,0.000687745,0.000687745
211,330.731,0.35089,0.24897,0.84622,0.99658,0.98611,0.98772,0.90081,0.48138,0.2678,0.90773,0.000685054,0.000685054,0.000685054
212,332.253,0.35055,0.24893,0.85451,0.995,0.98611,0.98728,0.89488,0.5001,0.27973,0.92664,0.000682364,0.000682364,0.000682364
213,333.794,0.34371,0.2487,0.84702,0.99472,0.98611,0.98728,0.90226,0.47432,0.2717,0.91048,0.000679674,0.000679674,0.000679674
214,335.322,0.34186,0.25571,0.85175,0.99531,0.98611,0.98675,0.89246,0.48782,0.26598,0.91099,0.000676984,0.000676984,0.000676984
215,336.843,0.33242,0.24208,0.85001,0.99217,0.98611,0.9866,0.89373,0.48693,0.26102,0.91299,0.000674293,0.000674293,0.000674293
216,338.36,0.33672,0.24038,0.84847,0.9936,0.98514,0.98569,0.89298,0.47546,0.26084,0.90916,0.000671603,0.000671603,0.000671603
217,339.937,0.35651,0.24863,0.84068,0.99441,0.98611,0.98588,0.89395,0.49623,0.2726,0.92782,0.000668913,0.000668913,0.000668913
218,341.448,0.3528,0.25288,0.84982,0.99541,0.98611,0.98588,0.90352,0.46146,0.26159,0.90372,0.000666223,0.000666223,0.000666223
219,342.968,0.34324,0.26179,0.85644,0.99553,0.98611,0.98505,0.89796,0.47384,0.26236,0.90743,0.000663533,0.000663533,0.000663533
220,344.527,0.36332,0.25717,0.85039,0.99526,0.98611,0.98569,0.90274,0.48922,0.27309,0.92497,0.000660842,0.000660842,0.000660842
221,346.052,0.34118,0.24674,0.84012,0.99578,0.98611,0.98772,0.90664,0.48085,0.27438,0.91717,0.000658152,0.000658152,0.000658152
222,347.586,0.3387,0.24696,0.84695,0.99611,0.98611,0.98772,0.90827,0.48125,0.26688,0.92293,0.000655462,0.000655462,0.000655462
223,349.138,0.351,0.25008,0.85047,0.99625,0.98611,0.98646,0.90061,0.47428,0.27148,0.9189,0.000652772,0.000652772,0.000652772
224,350.695,0.34808,0.24736,0.84549,0.99681,0.98611,0.98675,0.89817,0.48566,0.26877,0.91565,0.000650082,0.000650082,0.000650082
225,352.21,0.35561,0.25355,0.85455,0.99684,0.98611,0.98633,0.89748,0.47901,0.26361,0.91714,0.000647391,0.000647391,0.000647391
226,353.759,0.34723,0.25195,0.84,0.99705,0.98611,0.98646,0.90833,0.46451,0.25881,0.91533,0.000644701,0.000644701,0.000644701
227,355.291,0.36153,0.24503,0.83897,0.99665,0.98611,0.98691,0.89545,0.48088,0.25709,0.92186,0.000642011,0.000642011,0.000642011
228,356.843,0.36141,0.24931,0.84541,0.997,0.98611,0.98709,0.90072,0.49316,0.26357,0.92482,0.000639321,0.000639321,0.000639321
229,358.382,0.361,0.25807,0.86066,0.99661,0.98611,0.98728,0.89694,0.47589,0.25611,0.90968,0.00063663,0.00063663,0.00063663
230,359.96,0.33758,0.24313,0.83951,0.9962,0.98611,0.98796,0.90263,0.47372,0.26036,0.90461,0.00063394,0.00063394,0.00063394
231,361.497,0.32214,0.2354,0.84289,0.99498,0.98611,0.98749,0.89803,0.48357,0.2609,0.90346,0.00063125,0.00063125,0.00063125
232,363.047,0.32778,0.24723,0.84655,0.99676,0.98611,0.98728,0.90225,0.48267,0.2601,0.91206,0.00062856,0.00062856,0.00062856
233,364.635,0.33323,0.2429,0.8392,0.99631,0.98611,0.98709,0.9058,0.47711,0.2619,0.90697,0.00062587,0.00062587,0.00062587
234,366.183,0.34566,0.24248,0.85504,0.9966,0.98611,0.98709,0.89971,0.48797,0.26233,0.90711,0.000623179,0.000623179,0.000623179
235,367.725,0.33819,0.24931,0.83958,0.99623,0.98611,0.98728,0.89888,0.48347,0.26076,0.9037,0.000620489,0.000620489,0.000620489
236,369.327,0.33922,0.24255,0.83308,0.99669,0.98611,0.98709,0.90228,0.48048,0.25864,0.90532,0.000617799,0.000617799,0.000617799
237,370.869,0.31768,0.22764,0.82565,0.99685,0.98611,0.9866,0.8972,0.47854,0.25461,0.90104,0.000615109,0.000615109,0.000615109
238,372.4,0.34316,0.24761,0.85566,0.99719,0.98611,0.98609,0.89691,0.48949,0.25911,0.90714,0.000612418,0.000612418,0.000612418
239,373.965,0.34016,0.24981,0.84538,0.99617,0.98611,0.98455,0.8969,0.48962,0.26207,0.91518,0.000609728,0.000609728,0.000609728
240,375.497,0.33272,0.24139,0.84116,0.9962,0.98611,0.98578,0.90576,0.47081,0.24443,0.90332,0.000607038,0.000607038,0.000607038
241,377.021,0.33203,0.24274,0.84066,0.99652,0.98611,0.98633,0.91761,0.45121,0.25839,0.89771,0.000604348,0.000604348,0.000604348
242,378.56,0.33934,0.24705,0.8483,0.99547,0.98611,0.98633,0.9121,0.46604,0.25536,0.91242,0.000603064,0.000603064,0.000603064
243,380.122,0.30955,0.23505,0.82402,0.99576,0.98611,0.98709,0.90397,0.47834,0.26476,0.91867,0.00060038,0.00060038,0.00060038
244,381.651,0.35105,0.25059,0.8535,0.99681,0.98611,0.98728,0.90621,0.47942,0.25171,0.91385,0.000597695,0.000597695,0.000597695
245,383.182,0.35383,0.25288,0.84055,0.99659,0.98611,0.98675,0.89917,0.49527,0.27137,0.91718,0.000595011,0.000595011,0.000595011
246,384.772,0.35855,0.25062,0.84969,0.99624,0.98611,0.9856,0.90593,0.47319,0.26364,0.9103,0.000592326,0.000592326,0.000592326
247,386.28,0.3261,0.24958,0.83965,0.99596,0.98611,0.98537,0.90983,0.46839,0.26643,0.90534,0.000589642,0.000589642,0.000589642
248,387.809,0.33678,0.24353,0.84767,0.99571,0.98611,0.98489,0.89858,0.47146,0.25952,0.90102,0.000586958,0.000586958,0.000586958
249,389.384,0.3276,0.23936,0.82994,0.99572,0.98611,0.98475,0.9027,0.46955,0.26186,0.90385,0.000584273,0.000584273,0.000584273
250,390.968,0.32069,0.23862,0.83535,0.99581,0.98611,0.9862,0.90324,0.4633,0.25669,0.89267,0.000581589,0.000581589,0.000581589
251,392.495,0.31711,0.23615,0.8295,0.99647,0.98611,0.98646,0.90457,0.4584,0.25497,0.894,0.000578905,0.000578905,0.000578905
252,394.048,0.29456,0.22049,0.81624,0.99622,0.98611,0.98646,0.91039,0.46789,0.25494,0.90533,0.00057622,0.00057622,0.00057622
253,395.572,0.31691,0.23162,0.83445,0.99517,0.98611,0.98675,0.90657,0.47734,0.2529,0.912,0.000573536,0.000573536,0.000573536
254,397.096,0.3037,0.23153,0.83389,0.996,0.98611,0.9866,0.90967,0.47734,0.258,0.90979,0.000570851,0.000570851,0.000570851
255,398.628,0.32018,0.24048,0.84482,0.99666,0.98611,0.98691,0.90203,0.47495,0.24728,0.90549,0.000568167,0.000568167,0.000568167
256,400.177,0.32609,0.2408,0.84078,0.99642,0.98611,0.98675,0.90852,0.46946,0.24229,0.90779,0.000565483,0.000565483,0.000565483
257,401.712,0.31503,0.23163,0.82903,0.99655,0.98611,0.98728,0.903,0.47325,0.25217,0.91358,0.000562798,0.000562798,0.000562798
258,403.235,0.3297,0.23005,0.84639,0.99685,0.98611,0.98749,0.91038,0.47407,0.2679,0.91294,0.000560114,0.000560114,0.000560114
259,404.798,0.3317,0.2382,0.84442,0.99677,0.98611,0.98691,0.9018,0.47251,0.25992,0.9087,0.00055743,0.00055743,0.00055743
260,406.335,0.34165,0.24516,0.83598,0.99698,0.98611,0.9866,0.89771,0.47148,0.25671,0.90402,0.000554745,0.000554745,0.000554745
261,407.856,0.31653,0.22956,0.82454,0.99705,0.98611,0.98691,0.90905,0.45397,0.25479,0.90146,0.000552061,0.000552061,0.000552061
262,409.441,0.31138,0.22854,0.83322,0.99715,0.98611,0.98749,0.90619,0.449,0.25386,0.90116,0.000549376,0.000549376,0.000549376
263,410.962,0.3325,0.23664,0.83795,0.99721,0.98611,0.98691,0.90666,0.45591,0.26066,0.90692,0.000546692,0.000546692,0.000546692
264,412.483,0.3394,0.23919,0.84666,0.99667,0.98611,0.98588,0.90342,0.46114,0.24761,0.90881,0.000544008,0.000544008,0.000544008
265,414.031,0.31206,0.23126,0.84458,0.99685,0.98611,0.98416,0.90866,0.46849,0.26066,0.91634,0.000541323,0.000541323,0.000541323
266,415.551,0.31515,0.22752,0.84512,0.9962,0.98611,0.98409,0.90055,0.46635,0.25242,0.92139,0.000538639,0.000538639,0.000538639
267,417.081,0.30544,0.22406,0.82776,0.99432,0.98611,0.98588,0.90222,0.47333,0.26463,0.92874,0.000535954,0.000535954,0.000535954
268,418.62,0.31696,0.22794,0.84319,0.99431,0.98611,0.98569,0.90709,0.47061,0.25826,0.92228,0.00053327,0.00053327,0.00053327
269,420.173,0.31033,0.22929,0.83884,0.9955,0.98611,0.98633,0.90437,0.4589,0.25466,0.90941,0.000530586,0.000530586,0.000530586
270,421.722,0.30928,0.2268,0.83044,0.99611,0.98611,0.98675,0.90023,0.46853,0.25672,0.91246,0.000527901,0.000527901,0.000527901
271,423.245,0.30882,0.22025,0.83187,0.99632,0.98611,0.98796,0.90099,0.46841,0.25187,0.92071,0.000525217,0.000525217,0.000525217
272,424.801,0.31044,0.22543,0.83058,0.99687,0.98611,0.98691,0.90943,0.46676,0.24413,0.91759,0.000522533,0.000522533,0.000522533
273,426.327,0.32065,0.22765,0.85108,0.99672,0.98611,0.98633,0.89967,0.48045,0.25094,0.9242,0.000519848,0.000519848,0.000519848
274,427.853,0.29687,0.21686,0.82711,0.99646,0.98611,0.9866,0.89633,0.47872,0.24871,0.92098,0.000517164,0.000517164,0.000517164
275,429.411,0.30962,0.22721,0.83668,0.99692,0.98611,0.98709,0.9002,0.47491,0.25052,0.9175,0.000514479,0.000514479,0.000514479
276,430.949,0.30482,0.22084,0.83009,0.99646,0.98611,0.9866,0.91027,0.47462,0.25074,0.91247,0.000511795,0.000511795,0.000511795
277,432.476,0.31586,0.23007,0.85108,0.99682,0.98611,0.9866,0.8957,0.4691,0.23994,0.90367,0.000509111,0.000509111,0.000509111
278,434.036,0.31302,0.22581,0.82567,0.99684,0.98611,0.98691,0.89742,0.47226,0.24779,0.9031,0.000506426,0.000506426,0.000506426
279,435.584,0.28758,0.21907,0.8278,0.99641,0.98611,0.98728,0.90323,0.46445,0.24299,0.90497,0.000503742,0.000503742,0.000503742
280,437.123,0.28708,0.21208,0.81844,0.99677,0.98611,0.98749,0.90359,0.45995,0.2384,0.91096,0.000501057,0.000501057,0.000501057
281,438.654,0.29786,0.21684,0.81956,0.9968,0.98611,0.98709,0.90055,0.46592,0.25904,0.91865,0.0005,0.0005,0.0005
282,440.188,0.30043,0.22074,0.83892,0.99751,0.98611,0.98691,0.90456,0.46669,0.24421,0.92057,0.000497321,0.000497321,0.000497321
283,441.749,0.28938,0.2181,0.8293,0.99709,0.98611,0.98691,0.90407,0.46802,0.24309,0.91711,0.000494643,0.000494643,0.000494643
284,443.281,0.29909,0.22384,0.83671,0.99698,0.98611,0.98728,0.90564,0.4707,0.23925,0.91471,0.000491964,0.000491964,0.000491964
285,444.846,0.30607,0.22169,0.83763,0.99688,0.98611,0.98749,0.89661,0.47776,0.24461,0.91837,0.000489286,0.000489286,0.000489286
286,446.377,0.29809,0.21948,0.83106,0.99667,0.98611,0.98691,0.89592,0.47622,0.25019,0.9158,0.000486607,0.000486607,0.000486607
287,447.913,0.31118,0.22917,0.83286,0.99705,0.98611,0.98691,0.90201,0.47829,0.25263,0.92538,0.000483929,0.000483929,0.000483929
288,449.502,0.29694,0.224,0.82528,0.99704,0.98611,0.98646,0.90345,0.47148,0.24188,0.91736,0.00048125,0.00048125,0.00048125
289,451.052,0.30019,0.21989,0.828,0.99713,0.98611,0.98388,0.89349,0.48517,0.24586,0.92222,0.000478571,0.000478571,0.000478571
290,452.597,0.30155,0.2247,0.84605,0.99712,0.98611,0.98459,0.89726,0.4758,0.24292,0.91844,0.000475893,0.000475893,0.000475893
291,454.175,0.29504,0.21584,0.8306,0.99714,0.98611,0.98796,0.90984,0.48011,0.25598,0.9245,0.000473214,0.000473214,0.000473214
292,455.712,0.28035,0.21197,0.81966,0.99698,0.98611,0.98824,0.91169,0.469,0.24629,0.91486,0.000470536,0.000470536,0.000470536
293,457.258,0.30232,0.2215,0.84442,0.99667,0.98611,0.98796,0.90269,0.48074,0.24179,0.91763,0.000467857,0.000467857,0.000467857
294,458.799,0.28656,0.21951,0.8345,0.99686,0.98611,0.98772,0.89963,0.48333,0.24743,0.92296,0.000465179,0.000465179,0.000465179
295,460.337,0.28851,0.21735,0.82469,0.99704,0.98611,0.98824,0.90222,0.48523,0.24995,0.91852,0.0004625,0.0004625,0.0004625
296,461.868,0.29687,0.21935,0.83389,0.99658,0.98611,0.98824,0.90412,0.47703,0.24173,0.92233,0.000459821,0.000459821,0.000459821
297,463.392,0.29407,0.21434,0.82808,0.99406,0.98611,0.98824,0.90574,0.47583,0.24562,0.91901,0.000457143,0.000457143,0.000457143
298,464.948,0.27882,0.21652,0.82245,0.99307,0.98611,0.98796,0.91277,0.46858,0.24622,0.91744,0.000454464,0.000454464,0.000454464
299,466.474,0.2972,0.22151,0.82531,0.9929,0.98611,0.98796,0.90886,0.47349,0.24251,0.91365,0.000451786,0.000451786,0.000451786
300,468.005,0.29924,0.21626,0.82783,0.993,0.98611,0.98796,0.90872,0.4731,0.23668,0.9183,0.000449107,0.000449107,0.000449107
301,469.583,0.27964,0.21015,0.82577,0.99491,0.98611,0.98772,0.9067,0.47764,0.23686,0.92008,0.000446429,0.000446429,0.000446429
302,471.105,0.29012,0.21239,0.82077,0.99615,0.98611,0.98749,0.90479,0.4731,0.23819,0.91985,0.00044375,0.00044375,0.00044375
303,472.629,0.30763,0.21992,0.82965,0.99656,0.98611,0.98728,0.90653,0.46927,0.2336,0.91387,0.000441071,0.000441071,0.000441071
304,474.203,0.31045,0.22975,0.8375,0.99672,0.98611,0.98796,0.90563,0.47796,0.23142,0.91504,0.000438393,0.000438393,0.000438393
305,475.723,0.28754,0.2161,0.82607,0.99715,0.98611,0.98824,0.90212,0.48319,0.23621,0.92159,0.000435714,0.000435714,0.000435714
306,477.261,0.28305,0.21209,0.8301,0.99719,0.98611,0.98824,0.90446,0.4771,0.2348,0.91585,0.000433036,0.000433036,0.000433036
307,478.807,0.29816,0.21895,0.83172,0.99682,0.98611,0.98772,0.897,0.47972,0.24384,0.91547,0.000430357,0.000430357,0.000430357
308,480.327,0.29767,0.22073,0.83254,0.99635,0.98611,0.98796,0.90102,0.46988,0.23882,0.91332,0.000427679,0.000427679,0.000427679
309,481.852,0.27949,0.20884,0.82845,0.99675,0.98611,0.98772,0.90242,0.47798,0.23188,0.91501,0.000425,0.000425,0.000425
310,483.37,0.27967,0.21439,0.8286,0.99711,0.98611,0.98796,0.90301,0.47657,0.22752,0.91709,0.000422321,0.000422321,0.000422321
311,484.942,0.29523,0.21477,0.83069,0.99692,0.98611,0.98796,0.90076,0.47364,0.24181,0.91289,0.000419643,0.000419643,0.000419643
312,486.46,0.27994,0.20613,0.82106,0.99648,0.98611,0.98728,0.9078,0.45995,0.24447,0.90772,0.000416964,0.000416964,0.000416964
313,487.994,0.28085,0.20418,0.83139,0.99689,0.98611,0.98675,0.90332,0.48022,0.25146,0.9143,0.000414286,0.000414286,0.000414286
314,489.575,0.28365,0.20433,0.83268,0.99703,0.98611,0.98749,0.90554,0.48543,0.24721,0.91559,0.000411607,0.000411607,0.000411607
315,491.098,0.2582,0.2016,0.81621,0.99705,0.98611,0.98796,0.90359,0.4747,0.24081,0.91211,0.000408929,0.000408929,0.000408929
316,492.623,0.2635,0.20026,0.81536,0.99699,0.98611,0.98772,0.90872,0.45445,0.23944,0.90421,0.00040625,0.00040625,0.00040625
317,494.181,0.27996,0.21008,0.82818,0.99707,0.98611,0.98772,0.90565,0.46553,0.23282,0.91134,0.000403571,0.000403571,0.000403571
318,495.729,0.28077,0.21347,0.82619,0.99682,0.98611,0.98728,0.89972,0.46965,0.23974,0.9156,0.000400893,0.000400893,0.000400893
319,497.248,0.28837,0.20935,0.84085,0.99597,0.98611,0.98728,0.90275,0.46416,0.24024,0.91425,0.000398214,0.000398214,0.000398214
320,498.796,0.28988,0.20769,0.8305,0.99619,0.98611,0.98796,0.90983,0.47112,0.23898,0.91438,0.000395536,0.000395536,0.000395536
321,500.336,0.2738,0.20305,0.82816,0.99664,0.98611,0.98749,0.90483,0.46301,0.24002,0.91377,0.000392857,0.000392857,0.000392857
322,501.861,0.29074,0.21384,0.82867,0.99704,0.98611,0.98709,0.90654,0.45953,0.23209,0.90709,0.000390179,0.000390179,0.000390179
323,503.387,0.28848,0.21219,0.83684,0.99722,0.98611,0.98728,0.9155,0.47135,0.23685,0.91454,0.0003875,0.0003875,0.0003875
324,504.947,0.26891,0.20507,0.82279,0.99724,0.98611,0.98749,0.91747,0.45474,0.23182,0.90886,0.000384821,0.000384821,0.000384821
325,506.472,0.27833,0.20523,0.82967,0.9973,0.98611,0.98749,0.90643,0.46429,0.23334,0.91411,0.000382143,0.000382143,0.000382143
326,508.009,0.28244,0.20638,0.82928,0.99718,0.98611,0.98772,0.89914,0.47554,0.23425,0.92106,0.000379464,0.000379464,0.000379464
327,509.579,0.28846,0.20985,0.81978,0.99707,0.98611,0.98772,0.90551,0.47268,0.23398,0.91914,0.000376786,0.000376786,0.000376786
328,511.103,0.27864,0.20846,0.82066,0.997,0.98611,0.98772,0.9143,0.46351,0.2338,0.91765,0.000374107,0.000374107,0.000374107
329,512.639,0.27073,0.20484,0.82032,0.99664,0.98611,0.98772,0.91062,0.46471,0.23039,0.91787,0.000371429,0.000371429,0.000371429
330,514.222,0.27391,0.20015,0.82771,0.9967,0.98611,0.98749,0.9087,0.46523,0.22489,0.91951,0.00036875,0.00036875,0.00036875
331,515.742,0.26477,0.19976,0.82566,0.9971,0.98611,0.98749,0.91006,0.46266,0.23233,0.91892,0.000366071,0.000366071,0.000366071
332,517.279,0.26764,0.20917,0.82064,0.99724,0.98611,0.98728,0.91219,0.45958,0.23654,0.92129,0.000363393,0.000363393,0.000363393
333,518.821,0.28178,0.20384,0.83281,0.99699,0.98611,0.98728,0.91503,0.46246,0.23699,0.92576,0.000360714,0.000360714,0.000360714
334,520.348,0.26972,0.20661,0.81846,0.99695,0.98611,0.98749,0.91447,0.45632,0.22598,0.92146,0.000358036,0.000358036,0.000358036
335,521.88,0.2688,0.20377,0.82509,0.99693,0.98611,0.98749,0.91697,0.46278,0.23416,0.92536,0.000355357,0.000355357,0.000355357
336,523.397,0.25745,0.19425,0.80716,0.99694,0.98611,0.98772,0.90918,0.46599,0.23022,0.92446,0.000354617,0.000354617,0.000354617
337,524.961,0.2647,0.19703,0.81853,0.99675,0.98611,0.98796,0.9115,0.47173,0.23841,0.924,0.000351944,0.000351944,0.000351944
338,526.478,0.2702,0.20409,0.8192,0.9969,0.98611,0.98796,0.91056,0.474,0.23355,0.91911,0.000349271,0.000349271,0.000349271
339,527.997,0.25772,0.19472,0.81752,0.99679,0.98611,0.98796,0.91056,0.47175,0.24045,0.91516,0.000346598,0.000346598,0.000346598
340,529.555,0.27682,0.20761,0.82648,0.99697,0.98611,0.98772,0.91216,0.46913,0.24113,0.913,0.000343925,0.000343925,0.000343925
341,531.086,0.26255,0.19975,0.80866,0.99694,0.98611,0.98749,0.90805,0.46709,0.23161,0.91286,0.000341253,0.000341253,0.000341253
